exercise_id,title,exercise_type,body_part,equipment,difficulty_level
2290,Holman Alternating Forward Lunge,Strength,Quadriceps,Body Only,Intermediate
2291,Holman Burpee to Jump,Strength,Quadriceps,Body Only,Intermediate
2292,Holman Pilates Single-Leg Stretch,Strength,Quadriceps,Body Only,Intermediate
2293,Holman Alternating Reverse Prisoner Lunge,Strength,Quadriceps,Body Only,Intermediate
2294,Holman Narrow-Wide Squat Jump to 180 Jump,Strength,Quadriceps,Body Only,Intermediate
2295,Holman 180 Jump to Lunge,Strength,Quadriceps,Body Only,Intermediate
2296,Holman Imaginary Jump Rope,Strength,Quadriceps,Body Only,Intermediate
2297,Holman Fast Feet with Hands Up,Strength,Quadriceps,Body Only,Intermediate
2298,Holman Hands-Elevated Alternating Lunge Jump,Strength,Quadriceps,Body Only,Intermediate
2299,Holman Right Split Lunge,Strength,Quadriceps,Body Only,Intermediate
2300,Holman Left Split Lunge,Strength,Quadriceps,Body Only,Intermediate
2301,Holman Plyometric Jump,Strength,Quadriceps,Body Only,Intermediate
2302,Holman Quad Touch Jump,Strength,Quadriceps,Body Only,Intermediate
2303,Holman Skate,Strength,Quadriceps,Body Only,Intermediate
2304,Holman Lunge Jump,Strength,Quadriceps,Body Only,Intermediate
2305,Holman Flying Squat Thrust,Strength,Quadriceps,Body Only,Intermediate
2306,Holman 90-Degree Jump,Strength,Quadriceps,Body Only,Intermediate
2307,Holman Half Jack to 180 Jump,Strength,Quadriceps,Body Only,Intermediate
2308,Holman Quick Feet to Quad Touch Jump,Strength,Quadriceps,Body Only,Intermediate
2309,Holman Squat Thrust to Push-Up to Super Woman,Strength,Quadriceps,Body Only,Intermediate
2310,Holman Plyometric Jump to 180 Jump,Strength,Quadriceps,Body Only,Intermediate
2311,Holman Standing Heel Click to Hands Down Heel Click,Strength,Quadriceps,Body Only,Intermediate
2312,Holman Burpee to 180 Jump,Strength,Quadriceps,Body Only,Intermediate
2313,Holman Traveling Low Jack to Belly Touch,Strength,Quadriceps,Body Only,Intermediate
2314,Holman Flying Squat Thrust to Shoulder Tap,Strength,Quadriceps,Body Only,Intermediate
2315,Holman Squat Jump to Alternating Side Lunge Jump,Strength,Quadriceps,Body Only,Intermediate
2316,Holman Low Squat with Low Diagonal Dumbbell Punch,Strength,Quadriceps,Body Only,Intermediate
2317,Holman Right Leg Hop to Right Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate
2318,Holman Left Leg Hop to Left Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate
2319,Holman Burpee to Open Stance,Strength,Quadriceps,Body Only,Intermediate
2320,Holman Diagonal Squat Thrust to Renegade Forward Punch,Strength,Quadriceps,Body Only,Intermediate
2321,Holman Bear Crawl,Strength,Quadriceps,Body Only,Intermediate
2322,Holman Bear Crawl to Donkey Kick,Strength,Quadriceps,Body Only,Intermediate
2323,Holman Bear Crawl to Froggy Push-Up,Strength,Quadriceps,Body Only,Intermediate
2324,Holman Bear Crawl to Shoulder Tap,Strength,Quadriceps,Body Only,Intermediate
2325,Holman Burpee to Tuck Jump,Strength,Quadriceps,Body Only,Intermediate
2326,Holman Burpee to Flying Squat Thrust to Tuck Jump,Strength,Quadriceps,Body Only,Intermediate
2327,Holman Forward Lunge to Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate
2328,Holman Renegade Lunge Jump,Strength,Quadriceps,Body Only,Intermediate
2329,Holman Squat Jump to Lunge Jump,Strength,Quadriceps,Body Only,Intermediate
2330,Holman Prisoner Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate
2331,Holman Wide-to-Narrow Squat Jump,Strength,Quadriceps,Body Only,Intermediate
2332,Holman Donkey Run,Strength,Quadriceps,Body Only,Intermediate
2333,Holman Weighted Wide-to-Narrow Squat Jump,Strength,Quadriceps,Body Only,Intermediate
2334,Holman Wide-to-Narrow Donkey Kick,Strength,Quadriceps,Body Only,Intermediate
2335,Holman Mule Kick,Strength,Quadriceps,Body Only,Intermediate
2336,Holman Goal Post to Squat,Strength,Quadriceps,Body Only,Intermediate
2337,Holman Frogger Squat to Heel Click,Strength,Quadriceps,Body Only,Intermediate
2338,Holman Stair Sprint,Strength,Quadriceps,Body Only,Intermediate
2339,Holman Stair Bear Crawl,Strength,Quadriceps,Body Only,Intermediate
2340,Holman Burpee to Flying Squat Thrust,Strength,Quadriceps,Body Only,Intermediate
2341,Holman Flying Squat Thrust to Push-Up,Strength,Quadriceps,Body Only,Intermediate
2342,Holman Foot-Elevated Step-To-Lunge,Strength,Quadriceps,Body Only,Intermediate
2343,Holman Split Lunge,Strength,Quadriceps,Body Only,Intermediate
2344,Holman Stair Climb,Strength,Quadriceps,Body Only,Intermediate
2345,Holman Burpee to Flying Jack,Strength,Quadriceps,Body Only,Intermediate
2346,Holman Right Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate
2347,Holman Left Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate
2348,Holman Squat Tap to Hop,Strength,Quadriceps,Body Only,Intermediate
2349,Holman Squat Tap to Jump-Forward-Jump-Back,Strength,Quadriceps,Body Only,Intermediate
2350,Holman Squat Hip Drive,Strength,Quadriceps,Body Only,Intermediate
2351,Holman Alternating Double Lunge Hop,Strength,Quadriceps,Body Only,Intermediate
2352,Holman Right Reverse Lunge to Front Kick,Strength,Quadriceps,Body Only,Intermediate
2353,Holman Right Leg Forward Lunge Hop,Strength,Quadriceps,Body Only,Intermediate
2354,Holman Right Squat Thrust,Strength,Quadriceps,Body Only,Intermediate
2355,Holman Left Reverse Lunge to Front Kick,Strength,Quadriceps,Body Only,Intermediate
2356,Holman Left Leg Forward Lunge Hop,Strength,Quadriceps,Body Only,Intermediate
2357,Holman Left Side Diagonal Burpee,Strength,Quadriceps,Body Only,Intermediate
2358,Holman Left Squat Thrust,Strength,Quadriceps,Body Only,Intermediate
2359,Holman Wide Squat Thrust,Strength,Quadriceps,Body Only,Intermediate
2360,Holman Alternating Single-Leg Hop to Squat to 180 Jump,Strength,Quadriceps,Body Only,Intermediate
2361,Holman Right Lunge Hop to Chest Press,Strength,Quadriceps,Body Only,Intermediate
2362,Holman Left Lunge Hop to Overhead Press,Strength,Quadriceps,Body Only,Intermediate
2363,Holman 180 Jump Hop Forward Hop Back,Strength,Quadriceps,Body Only,Intermediate
2364,Holman Right Split Squat,Strength,Quadriceps,Body Only,Intermediate
2365,Holman Left Split Squat,Strength,Quadriceps,Body Only,Intermediate
2366,Holman Double Squat Pulse to 180 Jump,Strength,Quadriceps,Body Only,Intermediate
2367,Holman Towel Left Side Squat,Strength,Quadriceps,Body Only,Intermediate
2368,Holman Alternating Lunge Jump,Strength,Quadriceps,Body Only,Intermediate
2369,Holman Lunge Jump to Squat Jump,Strength,Quadriceps,Body Only,Intermediate
2370,Holman Burpee with Belly Touch,Strength,Quadriceps,Body Only,Intermediate
2371,Bootstrapper squat,Strength,Quadriceps,Body Only,Intermediate
2372,Total Fitness Broad Jump,Strength,Quadriceps,Body Only,Intermediate
2373,Total Fitness Lateral Lunge,Strength,Quadriceps,Body Only,Intermediate
2374,Lateral shuffle,Strength,Quadriceps,Body Only,Intermediate
2375,Total Fitness Skip,Strength,Quadriceps,Body Only,Intermediate
2376,Total Fitness Spider Lunge,Strength,Quadriceps,Body Only,Intermediate
2377,Spider lunge stretch,Strength,Quadriceps,Body Only,Intermediate
2378,Spider lunge with T-rotation,Strength,Quadriceps,Body Only,Intermediate
2379,Standing quad stretch,Strength,Quadriceps,Body Only,Intermediate
2380,Vertical jump,Strength,Quadriceps,Body Only,Intermediate
2381,King Maker Burpee,Strength,Quadriceps,Body Only,Intermediate
2382,King Maker Explosive High Jump,Strength,Quadriceps,Body Only,Intermediate
2383,Muscle Beach Skip,Strength,Quadriceps,Body Only,Intermediate
2384,Muscle Beach Broad Jump,Strength,Quadriceps,Body Only,Intermediate
2385,Muscle Beach Sprint,Strength,Quadriceps,Body Only,Intermediate
2386,Muscle Beach Front Kick,Strength,Quadriceps,Body Only,Intermediate
2387,Muscle Beach Side Kick,Strength,Quadriceps,Body Only,Intermediate
2388,Muscle Beach Spin Kick,Strength,Quadriceps,Body Only,Intermediate
2389,Muscle Beach Freestyle Kick,Strength,Quadriceps,Body Only,Intermediate
2390,MetaBurn Alternating Curtsy Lunge To Squat,Strength,Quadriceps,Body Only,Intermediate
2391,MetaBurn Alternating Curtsy Lunge With High Knee,Strength,Quadriceps,Body Only,Intermediate
2392,MetaBurn Alternating Diagonal Sprawl,Strength,Quadriceps,Body Only,Intermediate
2393,MetaBurn Alternating Lateral Sprawl,Strength,Quadriceps,Body Only,Intermediate
2394,MetaBurn Curtsy Lunge,Strength,Quadriceps,Body Only,Intermediate
2395,MetaBurn Frogger,Strength,Quadriceps,Body Only,Intermediate
2396,MetaBurn High Knee Rotation,Strength,Quadriceps,Body Only,Intermediate
2397,MetaBurn Side-To-Side Lunge,Strength,Quadriceps,Body Only,Intermediate
2398,MetaBurn Star Jump,Strength,Quadriceps,Body Only,Intermediate
2399,MetaBurn Tuck Jump With Knee Slap,Strength,Quadriceps,Body Only,Intermediate
2400,MetaBurn Lateral Bounding Hop,Strength,Quadriceps,Body Only,Intermediate
2401,MetaBurn Double Lunge,Strength,Quadriceps,Body Only,Intermediate
2402,Robertson Sprinter Step-Up,Strength,Quadriceps,Body Only,Intermediate
2403,FYR2 Front Kick-Through,Strength,Quadriceps,Body Only,Intermediate
2404,Lunge high-knee clap,Strength,Quadriceps,Body Only,Intermediate
2405,FYR2 Plyo Split Squat,Strength,Quadriceps,Body Only,Intermediate
2406,FYR2 Reverse Burpee,Strength,Quadriceps,Body Only,Intermediate
2407,FYR2 Reverse Burpee to Regular Burpee,Strength,Quadriceps,Body Only,Intermediate
2408,FYR2 Reverse Burpee Tuck Jump,Strength,Quadriceps,Body Only,Intermediate
2409,FYR2 Sprawlee,Strength,Quadriceps,Body Only,Intermediate
2410,FYR2 Squat Hold,Strength,Quadriceps,Body Only,Intermediate
2411,FYR2 Squat Jump,Strength,Quadriceps,Body Only,Intermediate
2412,FYR2 Squat Pulse,Strength,Quadriceps,Body Only,Intermediate
2413,Sprinter burpee,Strength,Quadriceps,Body Only,Intermediate
2414,Shuttle run training,Strength,Quadriceps,Body Only,Intermediate
2415,Medicine ball ninja,Plyometrics,Quadriceps,Medicine Ball,Intermediate
2416,FYR Air Ball Plus Medicine Ball Jumping Sprawl,Strength,Quadriceps,Medicine Ball,Intermediate
2417,Medicine ball cowboy squat,Strength,Quadriceps,Medicine Ball,Intermediate
2418,Medicine ball jumping jill,Strength,Quadriceps,Medicine Ball,Intermediate
2419,Alternate Leg Diagonal Bound,Plyometrics,Quadriceps,,Beginner
2420,Sit Squats,Stretching,Quadriceps,,Beginner
2421,Frog Hops,Stretching,Quadriceps,,Beginner
2422,Dumbbell lateral hop to sprint,Plyometrics,Quadriceps,,Intermediate
2423,Smith machine lunge sprint,Strength,Quadriceps,,Intermediate
2424,Sissy squat,Strength,Quadriceps,,Intermediate
2425,Wall ball toss,Plyometrics,Quadriceps,Exercise Ball,Intermediate
2426,Bosu Ball Squat,Strength,Quadriceps,Exercise Ball,Beginner
2427,Exercise ball Bulgarian split squat,Strength,Quadriceps,Exercise Ball,Intermediate
2428,Internal Rotation with Band,Strength,Shoulders,Bands,Beginner
2429,Band Pull Apart,Strength,Shoulders,Bands,Intermediate
2430,Back Flyes - With Bands,Strength,Shoulders,Bands,Beginner
2431,Lateral Raise - With Bands,Strength,Shoulders,Bands,Beginner
2432,Shoulder Press - With Bands,Strength,Shoulders,Bands,Beginner
2433,External Rotation with Band,Strength,Shoulders,Bands,Beginner
2434,FYR Band Pull-Apart,Strength,Shoulders,Bands,Intermediate
2435,HM Lateral Raise,Strength,Shoulders,Bands,Intermediate
2436,Rusin Banded Over-And-Back,Strength,Shoulders,Bands,Intermediate
2437,Rusin Banded Face Pull,Strength,Shoulders,Bands,Intermediate
2438,UP Band Pull-Apart,Strength,Shoulders,Bands,Intermediate
2439,Jordan Shallow Band-Resisted Thread the Needle,Strength,Shoulders,Bands,Intermediate
2440,30 Shoulders Seated Banded Barbell Shoulder Press,Strength,Shoulders,Bands,Intermediate
2441,Band shoulder press,Strength,Shoulders,Bands,Intermediate
2442,Band lateral raise,Strength,Shoulders,Bands,Intermediate
2443,Band upright row,Strength,Shoulders,Bands,Intermediate
2444,Staggered-stance band shoulder press,Strength,Shoulders,Bands,Intermediate
2445,Single-arm banded landmine press,Strength,Shoulders,Bands,Intermediate
2446,Band front raise rear fly row combo,Strength,Shoulders,Bands,Intermediate
2447,Jordan Shallow Foam Roller Thoracic Extension,Strength,Shoulders,Foam Roll,Intermediate
2448,Jordan Shallow Thread the Needle (with Foam Roller),Strength,Shoulders,Foam Roll,Intermediate
2449,Clean and press,Strength,Shoulders,Barbell,Intermediate
2450,Clean and jerk,Olympic Weightlifting,Shoulders,Barbell,Intermediate
2451,Military press,Strength,Shoulders,Barbell,Intermediate
2452,Seated barbell shoulder press,Strength,Shoulders,Barbell,Intermediate
2453,Snatch-Grip Behind-The-Neck Overhead Press,Strength,Shoulders,Barbell,Beginner
2454,Standing Bradford press,Strength,Shoulders,Barbell,Intermediate
2455,Barbell Shoulder Press,Strength,Shoulders,Barbell,Intermediate
2456,Barbell rear delt bent-over row,Strength,Shoulders,Barbell,Intermediate
2457,Barbell upright row,Strength,Shoulders,Barbell,Intermediate
2458,Bradford/Rocky Presses,Strength,Shoulders,Barbell,Beginner
2459,Lying rear delt fly,Strength,Shoulders,Barbell,Intermediate
2460,Machine Shoulder (Military) Press,Strength,Shoulders,Barbell,Intermediate
2461,Standing Barbell Press Behind Neck,Strength,Shoulders,Barbell,Intermediate
2462,Barbell front raise,Strength,Shoulders,Barbell,Intermediate
2463,Overhead bar front raise,Strength,Shoulders,Barbell,Intermediate
2464,Incline barbell shoulder protraction,Strength,Shoulders,Barbell,Intermediate
2465,Behind-the-head push-press,Olympic Weightlifting,Shoulders,Barbell,Intermediate
2466,Rack Delivery,Olympic Weightlifting,Shoulders,Barbell,Beginner
2467,Smith Incline Shoulder Raise,Strength,Shoulders,Barbell,Beginner
2468,Tall Muscle Snatch,Olympic Weightlifting,Shoulders,Barbell,Beginner
2469,Axle Clean And Press,Strongman,Shoulders,Barbell,Beginner
2470,Jerk Balance,Olympic Weightlifting,Shoulders,Barbell,Beginner
2471,Seated EZ-bar shrug,Strength,Shoulders,Barbell,Intermediate
2472,Paul Carter Barbell Seated Military Press,Strength,Shoulders,Barbell,Intermediate
2473,TBS Barbell Military Press,Strength,Shoulders,Barbell,Intermediate
2474,Incline Front Barbell Raise - Gethin Variation,Strength,Shoulders,Barbell,Intermediate
2475,Barbell Front Raise - Gethin Variation,Strength,Shoulders,Barbell,Intermediate
2476,Single-arm barbell lateral raise,Strength,Shoulders,Barbell,Intermediate
2477,AM Upright Row,Strength,Shoulders,Barbell,Intermediate
2478,AM Barbell Shoulder Press,Strength,Shoulders,Barbell,Intermediate
2479,Standing barbell shoulder press,Strength,Shoulders,Barbell,Intermediate
2480,King Maker Barbell Thruster,Strength,Shoulders,Barbell,Intermediate
2481,Single-arm incline cable cross-over,Strength,Shoulders,Barbell,Intermediate
2482,Barbell bear complex,Strength,Shoulders,Barbell,Intermediate
2483,30 Shoulders Barbell Shrug,Strength,Shoulders,Barbell,Intermediate
2484,30 Shoulders Incline Face-Up Straight-Bar Front Raise,Strength,Shoulders,Barbell,Intermediate
2485,30 Shoulders Seated Dumbbell Shoulder Press,Strength,Shoulders,Barbell,Intermediate
2486,30 Shoulders Standing Behind-The-Head Shoulder Press,Strength,Shoulders,Barbell,Intermediate
2487,30 Shoulders Standing Barbell Press,Strength,Shoulders,Barbell,Intermediate
2488,FYR2 Wide Overhead Press,Strength,Shoulders,Barbell,Intermediate
2489,Single-arm kettlebell push-press,Strength,Shoulders,Kettlebells,Intermediate
2490,Two-Arm Kettlebell Military Press,Strength,Shoulders,Kettlebells,Beginner
2491,Alternating Kettlebell Press,Strength,Shoulders,Kettlebells,Beginner
2492,Single-arm kettlebell snatch,Strength,Shoulders,Kettlebells,Intermediate
2493,Single-arm kettlebell clean and jerk,Strength,Shoulders,Kettlebells,Intermediate
2494,Kettlebell pirate ship,Strength,Shoulders,Kettlebells,Intermediate
2495,Two-Arm Kettlebell Clean,Strength,Shoulders,Kettlebells,Beginner
2496,Double Kettlebell Push Press,Strength,Shoulders,Kettlebells,Intermediate
2497,Kettlebell Seated Press,Strength,Shoulders,Kettlebells,Beginner
2498,Double Kettlebell Jerk,Strength,Shoulders,Kettlebells,Beginner
2499,Kettlebell Arnold Press,Strength,Shoulders,Kettlebells,Beginner
2500,Double-kettlebell windmill,Strength,Shoulders,Kettlebells,Intermediate
2501,One-Arm Kettlebell Split Snatch,Strength,Shoulders,Kettlebells,Beginner
2502,One-Arm Kettlebell Para Press,Strength,Shoulders,Kettlebells,Beginner
2503,One-Arm Kettlebell Split Jerk,Strength,Shoulders,Kettlebells,Beginner
2504,One-Arm Kettlebell Military Press To The Side,Strength,Shoulders,Kettlebells,Beginner
2505,One-Arm Kettlebell Jerk,Strength,Shoulders,Kettlebells,Beginner
2506,Double Kettlebell Snatch,Strength,Shoulders,Kettlebells,Beginner
2507,Two-Arm Kettlebell Jerk,Strength,Shoulders,Kettlebells,Beginner
2508,FYR Kettlebell Power Clean,Strength,Shoulders,Kettlebells,Intermediate
2509,Kettlebell upright row,Strength,Shoulders,Kettlebells,Intermediate
2510,Kettlebell upright row and press,Strength,Shoulders,Kettlebells,Intermediate
2511,Single-arm kettlebell thruster,Strength,Shoulders,Kettlebells,Intermediate
2512,Double-kettlebell shoulder press,Strength,Shoulders,Kettlebells,Intermediate
2513,Double-kettlebell push-press,Strength,Shoulders,Kettlebells,Intermediate
2514,HM Kettlebell Windmill,Strength,Shoulders,Kettlebells,Intermediate
2515,HM Kettlebell Z-Press,Strength,Shoulders,Kettlebells,Intermediate
2516,Taylor Half-Kneeling Kettlebell Halo,Strength,Shoulders,Kettlebells,Intermediate
2517,Taylor Towel Kettlebell Farmer's Walk,Strength,Shoulders,Kettlebells,Intermediate
2518,FYR2 Double-Kettlebell Alternating Press,Strength,Shoulders,Kettlebells,Intermediate
2519,FYR2 Double-Kettlebell Thruster,Strength,Shoulders,Kettlebells,Intermediate
2520,FYR2 Half-Kneeling Kettlebell Clean,Strength,Shoulders,Kettlebells,Intermediate
2521,FYR2 Kettlebell Clean and Press,Strength,Shoulders,Kettlebells,Intermediate
2522,FYR2 Kettlebell High Pull to Overhead Press,Strength,Shoulders,Kettlebells,Intermediate
2523,FYR2 Kettlebell Swing Clean and Press,Strength,Shoulders,Kettlebells,Intermediate
2524,FYR2 Single-Arm Kettlebell Press,Strength,Shoulders,Kettlebells,Intermediate
2525,FYR2 Ascending-Rep High-Pull-Press Complex,Strength,Shoulders,Kettlebells,Intermediate
2526,Dumbbell front raise to lateral raise,Strength,Shoulders,Dumbbell,Intermediate
2527,Single-arm palm-in dumbbell shoulder press,Strength,Shoulders,Dumbbell,Intermediate
2528,Standing palms-in shoulder press,Strength,Shoulders,Dumbbell,Intermediate
2529,Seated Dumbbell Press,Strength,Shoulders,Dumbbell,Intermediate
2530,Standing dumbbell shoulder press,Strength,Shoulders,Dumbbell,Intermediate
2531,Single-arm lateral raise,Strength,Shoulders,Dumbbell,Intermediate
2532,Power Partials,Strength,Shoulders,Dumbbell,Beginner
2533,Incline dumbbell reverse fly,Strength,Shoulders,Dumbbell,Intermediate
2534,Overhead dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate
2535,Seated dumbbell shoulder press,Strength,Shoulders,Dumbbell,Intermediate
2536,Alternating standing shoulder press,Strength,Shoulders,Dumbbell,Intermediate
2537,Single-arm incline rear delt raise,Strength,Shoulders,Dumbbell,Intermediate
2538,Alternating dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate
2539,Alternating Deltoid Raise,Strength,Shoulders,Dumbbell,Intermediate
2540,Single-dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate
2541,Arnold press,Strength,Shoulders,Dumbbell,Intermediate
2542,Single-arm standing shoulder press,Strength,Shoulders,Dumbbell,Intermediate
2543,Dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate
2544,Bent-over dumbbell rear delt row,Strength,Shoulders,Dumbbell,Intermediate
2545,Incline dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate
2546,Side Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate
2547,Dumbbell external shoulder rotation,Strength,Shoulders,Dumbbell,Intermediate
2548,Single-arm incline lateral raise,Strength,Shoulders,Dumbbell,Intermediate
2549,Seated rear delt fly,Strength,Shoulders,Dumbbell,Intermediate
2550,Dumbbell Raise,Strength,Shoulders,Dumbbell,Beginner
2551,Seated Side Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate
2552,Dumbbell Lying Rear Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate
2553,Head-on-bench dumbbell rear delt raise,Strength,Shoulders,Dumbbell,Intermediate
2554,Cuban press,Strength,Shoulders,Dumbbell,Intermediate
2555,Reverse Flyes With External Rotation,Strength,Shoulders,Dumbbell,Beginner
2556,Single-arm side lying rear fly,Strength,Shoulders,Dumbbell,Intermediate
2557,Single-arm dumbbell upright row,Strength,Shoulders,Dumbbell,Intermediate
2558,Dumbbell Scaption,Strength,Shoulders,Dumbbell,Beginner
2559,See-Saw Press (Alternating Side Press),Strength,Shoulders,Dumbbell,Beginner
2560,Dumbbell Incline Shoulder Raise,Strength,Shoulders,Dumbbell,Beginner
2561,Single-arm half-kneeling shoulder press,Strength,Shoulders,Dumbbell,Intermediate
2562,Dumbbell Clean And Jerk,Strength,Shoulders,Dumbbell,Beginner
2563,Dumbbell shoulder press with body rotation,Strength,Shoulders,Dumbbell,Intermediate
2564,Dumbbell Fix Dumbbell Military Press,Strength,Shoulders,Dumbbell,Intermediate
2565,Dumbbell Fix Standing Dumbbell Arnold Press,Strength,Shoulders,Dumbbell,Intermediate
2566,Dumbbell Fix Dumbbell Single-Arm Snatch,Strength,Shoulders,Dumbbell,Intermediate
2567,Paul Carter Rear-Delt Fly,Strength,Shoulders,Dumbbell,Intermediate
2568,FYR Dumbbell Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate
2569,FYR Single-Arm Dumbbell Press,Strength,Shoulders,Dumbbell,Intermediate
2570,FYR Dumbbell Tempo L-Raise,Strength,Shoulders,Dumbbell,Intermediate
2571,Dumbbell seesaw shoulder press,Strength,Shoulders,Dumbbell,Intermediate
2572,FYR Dumbbell front raise to lateral raise,Strength,Shoulders,Dumbbell,Intermediate
2573,FYR Dumbbell Arnold Press,Strength,Shoulders,Dumbbell,Intermediate
2574,FYR Dumbbell Military Press to Dumbbell High Pull to V-up,Strength,Shoulders,Dumbbell,Intermediate
2575,FYR Dumbbell Thruster,Strength,Shoulders,Dumbbell,Intermediate
2576,Dumbbell hang snatch,Strength,Shoulders,Dumbbell,Intermediate
2577,Surfer sprawl,Strength,Shoulders,Dumbbell,Intermediate
2578,Dumbbell clean and press,Strength,Shoulders,Dumbbell,Intermediate
2579,Standing One-Arm Shoulder Press - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate
2580,Incline Front Dumbbell Raise - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate
2581,Dumbbell lateral raise,Strength,Shoulders,Dumbbell,Intermediate
2582,Incline Rear-Delt Fly - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate
2583,Incline Bench Rear Dumbbell Fly - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate
2584,Dumbbell front raise and press,Strength,Shoulders,Dumbbell,Intermediate
2585,Rotator cuff warm-up,Strength,Shoulders,Dumbbell,Intermediate
2586,Seated Lateral Raise - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate
2587,Single-arm dumbbell arc row,Strength,Shoulders,Dumbbell,Intermediate
2588,Incline Rear Delt Raises - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate
2589,Incline Dumbbell Y Raise,Strength,Shoulders,Dumbbell,Intermediate
2590,HM Bent-Over Rear-Delt Fly,Strength,Shoulders,Dumbbell,Intermediate
2591,HM Dumbbell Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate
2592,HM Single-Leg Overhead Dumbbell Press,Strength,Shoulders,Dumbbell,Intermediate
2593,6 Way Shoulder Raise,Strength,Shoulders,Dumbbell,Intermediate
2594,Seated dumbbell lateral raise,Strength,Shoulders,Dumbbell,Intermediate
2595,AM Dumbbell Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate
2596,AM Dumbbell Side Raise,Strength,Shoulders,Dumbbell,Intermediate
2597,AM Front Raise,Strength,Shoulders,Dumbbell,Intermediate
2598,UP Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate
2599,UP Seated Dumbbell Overhead Press,Strength,Shoulders,Dumbbell,Intermediate
2600,AA Incline Bench Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Intermediate
2601,CM Forward Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate
2602,Dumbbell Halo,Strength,Shoulders,Dumbbell,Intermediate
2603,Standing Dumbbell Scap Raise,Strength,Shoulders,Dumbbell,Intermediate
2604,Holman Overhead Press,Strength,Shoulders,Dumbbell,Intermediate
2605,Holman Slow Weighted Half Jack to Overhead Press,Strength,Shoulders,Dumbbell,Intermediate
2606,Holman Slow Arnold Press,Strength,Shoulders,Dumbbell,Intermediate
2607,Holman Boat Arnold Press with Feet Push-Out,Strength,Shoulders,Dumbbell,Intermediate
2608,Holman Dumbbell Hip Drive to Overhead Press,Strength,Shoulders,Dumbbell,Intermediate
2609,Holman Squat Thrust to Alternating Renegade Triceps Press,Strength,Shoulders,Dumbbell,Intermediate
2610,Holman Cheer Press,Strength,Shoulders,Dumbbell,Intermediate
2611,Holman Left Arm Press with Right Arm Hold,Strength,Shoulders,Dumbbell,Intermediate
2612,Holman Right Arm Press with Left Arm Hold,Strength,Shoulders,Dumbbell,Intermediate
2613,Holman Left Front Raise with Right Hold,Strength,Shoulders,Dumbbell,Intermediate
2614,Holman Right Front Raise with Left Hold,Strength,Shoulders,Dumbbell,Intermediate
2615,Holman Alternating Front Raise to Side Raise,Strength,Shoulders,Dumbbell,Intermediate
2616,Holman Heavy Right Arm Overhead Press,Strength,Shoulders,Dumbbell,Intermediate
2617,Holman Heavy Left Arm Overhead Press,Strength,Shoulders,Dumbbell,Intermediate
2618,Holman Right Arm Heavy Overhead Press,Strength,Shoulders,Dumbbell,Intermediate
2619,Holman Right Diagonal Lunge to Overhead Press,Strength,Shoulders,Dumbbell,Intermediate
2620,Holman Left Arm Heavy Overhead Press,Strength,Shoulders,Dumbbell,Intermediate
2621,Holman Weighted Palms-In Overhead Press,Strength,Shoulders,Dumbbell,Intermediate
2622,Dumbbell racked carry,Strength,Shoulders,Dumbbell,Intermediate
2623,Dumbbell clean and push-press,Strength,Shoulders,Dumbbell,Intermediate
2624,Total Fitness Dumbbell Farmer's Carry,Strength,Shoulders,Dumbbell,Intermediate
2625,Single-arm dumbbell racked carry,Strength,Shoulders,Dumbbell,Intermediate
2626,Jordan Shallow Dumbbell Pull-Over,Strength,Shoulders,Dumbbell,Intermediate
2627,King Maker Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate
2628,Dumbbell shadow boxing,Strength,Shoulders,Dumbbell,Intermediate
2629,King Maker Dumbbell Farmer's Carry,Strength,Shoulders,Dumbbell,Intermediate
2630,King Maker Dumbbell Shrug,Strength,Shoulders,Dumbbell,Intermediate
2631,30 Shoulders Alternating Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate
